ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000287148	LINCADL	107986443	HGNC:53956	lncRNA	linc-ADAL|lincADAL	5	lincRNA adipogenesis and lipogenesis associated
ENSG00000287149				lncRNA		2	
ENSG00000287150				lncRNA		10	
ENSG00000287151	LINC03124	29798	HGNC:25077	lncRNA	C2orf27|C2orf27A	2	long independently transcribed non-coding RNA 3124
ENSG00000287152				lncRNA		8	
ENSG00000287153				lncRNA		14	
ENSG00000287154	CLNK-AS1	105374482	HGNC:58732	lncRNA		4	CLNK antisense RNA 1
ENSG00000287155				lncRNA		3	
ENSG00000287156				lncRNA		14	
ENSG00000287157				lncRNA		1	
ENSG00000287158	LINC03214	105377188	HGNC:59055	lncRNA		3	long independently transcribed non-coding RNA 3214
ENSG00000287159				lncRNA		13	
ENSG00000287160				lncRNA		X	
ENSG00000287161				lncRNA		16	
ENSG00000287162				lncRNA		5	
ENSG00000287163				lncRNA		16	
ENSG00000287164	AFAP1-AS2	124900656	HGNC:58726	lncRNA		4	AFAP1 antisense RNA 2
ENSG00000287165				lncRNA		2	
ENSG00000287166				lncRNA		8	
ENSG00000287167				lncRNA		14	
ENSG00000287168				lncRNA		9	
ENSG00000287169				lncRNA		4	
ENSG00000287170				lncRNA		19	
ENSG00000287171	LINC03113	107985715	HGNC:56854	lncRNA		X	long independently transcribed non-coding RNA 3113
ENSG00000287172				lncRNA		2	
ENSG00000287173				lncRNA		10	
ENSG00000287174				lncRNA		4	
ENSG00000287175				lncRNA		10	
ENSG00000287176				lncRNA		5	
ENSG00000287177				lncRNA		1	
ENSG00000287178				lncRNA		3	
ENSG00000287179				lncRNA		5	
ENSG00000287180	ARB2A-AS1	124901028	HGNC:59095	lncRNA		5	ARB2A antisense RNA 1
ENSG00000287181				lncRNA		4	
ENSG00000287182	NSUN7-AS1		HGNC:58762	lncRNA		4	NSUN7 antisense RNA 1
ENSG00000287183				lncRNA		4	
ENSG00000287184				lncRNA		7	
ENSG00000287185				lncRNA		8	
ENSG00000287186				lncRNA		7	
ENSG00000287187				lncRNA		9	
ENSG00000287188	ANXA10-AS1	105377524	HGNC:58907	lncRNA		4	ANXA10 antisense RNA 1
ENSG00000287189				lncRNA		6	
ENSG00000287190				lncRNA		1	
ENSG00000287191				lncRNA		15	
ENSG00000287192				lncRNA		1	
ENSG00000287193				lncRNA		17	
ENSG00000287194				unprocessed_pseudogene		16	
ENSG00000287195				lncRNA		8	
ENSG00000287196				lncRNA		17	
ENSG00000287197				lncRNA		1	
ENSG00000287198				lncRNA		3	
ENSG00000287199				lncRNA		5	
ENSG00000287200				lncRNA		12	
ENSG00000287201				lncRNA		8	
ENSG00000287202				lncRNA		12	
ENSG00000287203				lncRNA		5	
ENSG00000287204				lncRNA		8	
ENSG00000287205				lncRNA		1	
ENSG00000287206				lncRNA		3	
ENSG00000287207				lncRNA		3	
ENSG00000287208				lncRNA		8	
ENSG00000287209				lncRNA		18	
ENSG00000287210				lncRNA		4	
ENSG00000287211				lncRNA		20	
ENSG00000287212				lncRNA		9	
ENSG00000287213				lncRNA		20	
ENSG00000287214				lncRNA		8	
ENSG00000287215				lncRNA		X	
ENSG00000287216				lncRNA		4	
ENSG00000287217				lncRNA		1	
ENSG00000287218				lncRNA		1	
ENSG00000287219				lncRNA		22	
ENSG00000287220				lncRNA		1	
ENSG00000287221				lncRNA		10	
ENSG00000287222				lncRNA		8	
ENSG00000287223				lncRNA		X	
ENSG00000287224				lncRNA		1	
ENSG00000287225				lncRNA		22	
ENSG00000287226				lncRNA		4	
ENSG00000287227				lncRNA		11	
ENSG00000287229				lncRNA		12	
ENSG00000287230				lncRNA		8	
ENSG00000287231				lncRNA		10	
ENSG00000287232				lncRNA		3	
ENSG00000287233				lncRNA		9	
ENSG00000287234				lncRNA		9	
ENSG00000287235				lncRNA		10	
ENSG00000287236				lncRNA		22	
ENSG00000287237				lncRNA		12	
ENSG00000287238				lncRNA		11	
ENSG00000287239				lncRNA		4	
ENSG00000287240				lncRNA		12	
ENSG00000287241				lncRNA		20	
ENSG00000287242				lncRNA		12	
ENSG00000287243				lncRNA		12	
ENSG00000287244				lncRNA		1	
ENSG00000287245				lncRNA		11	
ENSG00000287246				lncRNA		10	
ENSG00000287247				lncRNA		13	
ENSG00000287248				lncRNA		18	
ENSG00000287249				lncRNA		7	
ENSG00000287250				lncRNA		2	
ENSG00000287251				lncRNA		11	
ENSG00000287252				lncRNA		6	
ENSG00000287253				lncRNA		6	
ENSG00000287254				lncRNA		19	
ENSG00000287255				lncRNA		2	
ENSG00000287256				lncRNA		16	
ENSG00000287257				lncRNA		17	
ENSG00000287258				lncRNA		6	
ENSG00000287259				lncRNA		1	
ENSG00000287260				lncRNA		6	
ENSG00000287261	HPS1-AS1	101927278	HGNC:56166	lncRNA		10	HPS1 antisense RNA 1
ENSG00000287262				lncRNA		4	
ENSG00000287263				lncRNA		5	
ENSG00000287264				lncRNA		11	
ENSG00000287265				lncRNA		6	
ENSG00000287266				lncRNA		6	
ENSG00000287267				lncRNA		15	
ENSG00000287268				lncRNA		6	
ENSG00000287269				lncRNA		22	
ENSG00000287270				lncRNA		13	
ENSG00000287271				lncRNA		19	
ENSG00000287272				lncRNA		19	
ENSG00000287273				lncRNA		3	
ENSG00000287274				lncRNA		13	
ENSG00000287275				lncRNA		19	
ENSG00000287276	CNTNAP3P7	100420777	HGNC:49585	transcribed_unprocessed_pseudogene		9	CNTNAP3 pseudogene 7
ENSG00000287277				lncRNA		10	
ENSG00000287278				lncRNA		10	
ENSG00000287279				lncRNA		6	
ENSG00000287280				lncRNA		15	
ENSG00000287281				lncRNA		18	
ENSG00000287282				lncRNA		1	
ENSG00000287283				lncRNA		1	
ENSG00000287284				lncRNA		2	
ENSG00000287285				lncRNA		22	
ENSG00000287286				lncRNA		3	
ENSG00000287287				lncRNA		9	
ENSG00000287288				lncRNA		20	
ENSG00000287289				lncRNA		8	
ENSG00000287290				lncRNA		4	
ENSG00000287291				lncRNA		2	
ENSG00000287292	NR3C2-DT	107986195	HGNC:58892	lncRNA		4	NR3C2 divergent transcript
ENSG00000287293				lncRNA		6	
ENSG00000287294				lncRNA		6	
ENSG00000287295				lncRNA		18	
ENSG00000287296				lncRNA		19	
ENSG00000287297				lncRNA		6	
ENSG00000287298				lncRNA		4	
ENSG00000287299				lncRNA		2	
ENSG00000287300				lncRNA		6	
ENSG00000287301				lncRNA		8	
ENSG00000287302				lncRNA		9	
ENSG00000287303				lncRNA		8	
ENSG00000287305				lncRNA		2	
ENSG00000287306				lncRNA		10	
ENSG00000287307				lncRNA		17	
ENSG00000287308				lncRNA		2	
ENSG00000287309				lncRNA		10	
ENSG00000287310				lncRNA		14	
ENSG00000287311				lncRNA		12	
ENSG00000287312				lncRNA		11	
ENSG00000287313				lncRNA		2	
ENSG00000287314				lncRNA		18	
ENSG00000287315				lncRNA		1	
ENSG00000287316				lncRNA		2	
ENSG00000287317				lncRNA		7	
ENSG00000287318				lncRNA		9	
ENSG00000287319				lncRNA		3	
ENSG00000287320				lncRNA		4	
ENSG00000287321				lncRNA		15	
ENSG00000287322				lncRNA		8	
ENSG00000287323				lncRNA		5	
ENSG00000287324				lncRNA		20	
ENSG00000287325				lncRNA		8	
ENSG00000287326				lncRNA		10	
ENSG00000287327				lncRNA		10	
ENSG00000287328				unprocessed_pseudogene		15	
ENSG00000287329				lncRNA		9	
ENSG00000287330				lncRNA		13	
ENSG00000287331				lncRNA		4	
ENSG00000287332				lncRNA		8	
ENSG00000287333				lncRNA		9	
ENSG00000287334				lncRNA		15	
ENSG00000287335				lncRNA		20	
ENSG00000287336				lncRNA		1	
ENSG00000287337				lncRNA		17	
ENSG00000287338				lncRNA		1	
ENSG00000287339				lncRNA		12	
ENSG00000287340				lncRNA		16	
ENSG00000287342				lncRNA		7	
ENSG00000287343				lncRNA		1	
ENSG00000287344				lncRNA		2	
ENSG00000287345				lncRNA		15	
ENSG00000287346				lncRNA		14	
ENSG00000287347				lncRNA		6	
ENSG00000287348				lncRNA		3	
ENSG00000287349				lncRNA		4	
ENSG00000287350				lncRNA		14	
ENSG00000287351	ANKRD11-AS1	101927817	HGNC:59262	lncRNA		16	ANKRD11 antisense RNA 1
ENSG00000287352				lncRNA		8	
ENSG00000287353				unprocessed_pseudogene		16	
ENSG00000287354				lncRNA		1	
ENSG00000287355				lncRNA		9	
ENSG00000287356				lncRNA		1	
ENSG00000287357				lncRNA		13	
ENSG00000287358				lncRNA		10	
ENSG00000287359				lncRNA		6	
ENSG00000287360				lncRNA		4	
ENSG00000287361				lncRNA		10	
ENSG00000287362				lncRNA		2	
ENSG00000287363	CIMIP3	114841037	HGNC:55126	protein_coding	GUCA1ANB	6	ciliary microtubule inner protein 3
ENSG00000287364				lncRNA		1	
ENSG00000287365				lncRNA		12	
ENSG00000287366				lncRNA		3	
ENSG00000287367				lncRNA		5	
ENSG00000287368				lncRNA		9	
ENSG00000287369				lncRNA		4	
ENSG00000287370				lncRNA		X	
ENSG00000287372				lncRNA		1	
ENSG00000287373				lncRNA		11	
ENSG00000287374				lncRNA		1	
ENSG00000287375				lncRNA		4	
ENSG00000287376				lncRNA		13	
ENSG00000287377				lncRNA		3	
ENSG00000287378				lncRNA		3	
ENSG00000287379				lncRNA		X	
ENSG00000287380				lncRNA		6	
ENSG00000287381				lncRNA		18	
ENSG00000287382	EXOC1-AS1	105377663	HGNC:58376	lncRNA	AC110611.2	4	EXOC1 antisense RNA 1
ENSG00000287383				lncRNA		4	
ENSG00000287384				lncRNA		1	
ENSG00000287385				lncRNA		14	
ENSG00000287386				lncRNA		12	
ENSG00000287387				lncRNA		2	
ENSG00000287389				lncRNA		4	
ENSG00000287390				lncRNA		5	
ENSG00000287391				lncRNA		15	
ENSG00000287392				lncRNA		4	
ENSG00000287393				lncRNA		6	
ENSG00000287394	MAGEA3-DT	105373370	HGNC:56247	lncRNA		X	MAGEA3 divergent transcript
ENSG00000287395				lncRNA		1	
ENSG00000287396				lncRNA		1	
ENSG00000287397				lncRNA		6	
ENSG00000287398				lncRNA		3	
ENSG00000287399				lncRNA		19	
ENSG00000287400				lncRNA		1	
ENSG00000287401				lncRNA		4	
ENSG00000287402				lncRNA		10	
ENSG00000287403				lncRNA		17	
ENSG00000287404				lncRNA		6	
ENSG00000287405	HDAC4-AS2		HGNC:58134	lncRNA	meloe	2	HDAC4 antisense RNA 2
ENSG00000287406				lncRNA		1	
ENSG00000287407				lncRNA		6	
ENSG00000287408				lncRNA		15	
ENSG00000287409				lncRNA		7	
ENSG00000287410				lncRNA		20	
ENSG00000287411				lncRNA		6	
ENSG00000287412				lncRNA		11	
ENSG00000287413				lncRNA		6	
ENSG00000287414				lncRNA		2	
ENSG00000287415				lncRNA		3	
ENSG00000287416				lncRNA		4	
ENSG00000287417				lncRNA		3	
ENSG00000287418				lncRNA		2	
ENSG00000287419				lncRNA		10	
ENSG00000287420				lncRNA		10	
ENSG00000287421				lncRNA		3	
ENSG00000287422				lncRNA		1	
ENSG00000287423				lncRNA		1	
ENSG00000287424				lncRNA		4	
ENSG00000287425				lncRNA		11	
ENSG00000287426				lncRNA		11	
ENSG00000287427				lncRNA		10	
ENSG00000287428				lncRNA		10	
ENSG00000287429				lncRNA		16	
ENSG00000287430				lncRNA		20	
ENSG00000287431	RENO1	119545628	HGNC:54096	lncRNA		17	regulator of early neurogenesis 1
ENSG00000287432				lncRNA		1	
ENSG00000287433				lncRNA		4	
ENSG00000287434	DEPDC1B-DT	124900982	HGNC:59058	lncRNA		5	DEPDC1B divergent transcript
ENSG00000287435				lncRNA		2	
ENSG00000287437				lncRNA		14	
ENSG00000287438				lncRNA		13	
ENSG00000287439				lncRNA		15	
ENSG00000287440				lncRNA		3	
ENSG00000287441				lncRNA		4	
ENSG00000287442				lncRNA		12	
ENSG00000287443				lncRNA		20	
ENSG00000287444				lncRNA		16	
ENSG00000287445				lncRNA		1	
ENSG00000287446				lncRNA		22	
ENSG00000287447	ARB2A-AS2		HGNC:59096	lncRNA		5	ARB2A antisense RNA 2
ENSG00000287448				lncRNA		16	
ENSG00000287449				lncRNA		4	
ENSG00000287450				unprocessed_pseudogene		1	
ENSG00000287451				lncRNA		2	
ENSG00000287452				lncRNA		1	
ENSG00000287453				lncRNA		1	
ENSG00000287454				lncRNA		12	
ENSG00000287455				lncRNA		12	
ENSG00000287456				lncRNA		13	
ENSG00000287457				lncRNA		17	
ENSG00000287458				lncRNA		6	
ENSG00000287459				lncRNA		14	
ENSG00000287460				lncRNA		13	
ENSG00000287462				lncRNA		17	
ENSG00000287463				lncRNA		2	
ENSG00000287464				lncRNA		8	
ENSG00000287465				lncRNA		9	
ENSG00000287466				lncRNA		10	
ENSG00000287467				lncRNA		8	
ENSG00000287468				lncRNA		2	
ENSG00000287469				lncRNA		16	
ENSG00000287470				lncRNA		21	
ENSG00000287471	CDH12-AS3	105374682	HGNC:59013	lncRNA		5	CDH12 antisense RNA 3
ENSG00000287472				lncRNA		1	
ENSG00000287473				lncRNA		6	
ENSG00000287474				lncRNA		2	
ENSG00000287475				lncRNA		10	
ENSG00000287476				lncRNA		8	
ENSG00000287477				lncRNA		13	
ENSG00000287478				lncRNA		20	
ENSG00000287479				lncRNA		8	
ENSG00000287480				lncRNA		9	
ENSG00000287481				lncRNA		14	
ENSG00000287482				lncRNA		15	
ENSG00000287483				lncRNA		6	
ENSG00000287484				lncRNA		11	
ENSG00000287485				lncRNA		6	
ENSG00000287486	TERT-AS1		HGNC:58990	lncRNA		5	TERT antisense RNA 1
ENSG00000287488				lncRNA		7	
ENSG00000287489				lncRNA		7	
ENSG00000287490				lncRNA		17	
ENSG00000287492				lncRNA		14	
ENSG00000287493				lncRNA		12	
ENSG00000287494				lncRNA		15	
ENSG00000287495				lncRNA		9	
ENSG00000287496				lncRNA		19	
ENSG00000287497				lncRNA		6	
ENSG00000287498				lncRNA		2	
ENSG00000287499				lncRNA		6	
ENSG00000287500				lncRNA		15	
ENSG00000287501				lncRNA		14	
ENSG00000287502				lncRNA		3	
ENSG00000287503				lncRNA		15	
ENSG00000287504				lncRNA		4	
ENSG00000287505				lncRNA		3	
ENSG00000287506				lncRNA		17	
ENSG00000287507				lncRNA		21	
ENSG00000287508				lncRNA		15	
ENSG00000287509				lncRNA		18	
ENSG00000287510				lncRNA		1	
ENSG00000287511				lncRNA		20	
ENSG00000287512				lncRNA		4	
ENSG00000287513				lncRNA		1	
ENSG00000287514				lncRNA		9	
ENSG00000287515				transcribed_unprocessed_pseudogene		14	
ENSG00000287516				lncRNA		1	
ENSG00000287517				lncRNA		7	
ENSG00000287518				lncRNA		18	
ENSG00000287519				lncRNA		7	
ENSG00000287520				lncRNA		4	
ENSG00000287521				lncRNA		7	
ENSG00000287522				lncRNA		16	
ENSG00000287523				lncRNA		7	
ENSG00000287524				lncRNA		2	
ENSG00000287525				lncRNA		1	
ENSG00000287526				lncRNA		19	
ENSG00000287527				lncRNA		5	
ENSG00000287528				lncRNA		10	
ENSG00000287529				lncRNA		2	
ENSG00000287530				lncRNA		13	
ENSG00000287531				lncRNA		1	
ENSG00000287532				lncRNA		1	
ENSG00000287533				lncRNA		19	
ENSG00000287534	CHIC2-DT		HGNC:58788	lncRNA		4	CHIC2 divergent transcript
ENSG00000287535				lncRNA		8	
ENSG00000287536				lncRNA		2	
ENSG00000287537				lncRNA		12	
ENSG00000287538				lncRNA		11	
ENSG00000287539				lncRNA		17	
ENSG00000287540				lncRNA		5	
ENSG00000287541				transcribed_unprocessed_pseudogene		7	
ENSG00000287542				protein_coding		4	
ENSG00000287543				lncRNA		15	
ENSG00000287544				lncRNA		4	
ENSG00000287545				lncRNA		11	
ENSG00000287546				lncRNA		13	
ENSG00000287547				lncRNA		7	
ENSG00000287548				lncRNA		11	
ENSG00000287549				lncRNA		X	
ENSG00000287550				lncRNA		6	
ENSG00000287551				lncRNA		9	
ENSG00000287552				lncRNA		4	
ENSG00000287553				lncRNA		17	
ENSG00000287554				lncRNA		7	
ENSG00000287555				lncRNA		4	
ENSG00000287556				lncRNA		11	
ENSG00000287557				lncRNA		6	
ENSG00000287558				lncRNA		6	
ENSG00000287559				lncRNA		6	
ENSG00000287560				lncRNA		10	
ENSG00000287561				lncRNA		20	
ENSG00000287562				lncRNA		6	
ENSG00000287563				lncRNA		18	
ENSG00000287564				lncRNA		10	
ENSG00000287565				lncRNA		4	
ENSG00000287566				lncRNA		10	
ENSG00000287567				lncRNA		3	
ENSG00000287568				lncRNA		7	
ENSG00000287569				lncRNA		20	
ENSG00000287570				lncRNA		20	
ENSG00000287571				lncRNA		4	
ENSG00000287574				lncRNA		7	
ENSG00000287575				lncRNA		13	
ENSG00000287576				lncRNA		8	
ENSG00000287578				lncRNA		6	
ENSG00000287579				lncRNA		5	
ENSG00000287580				lncRNA		7	
ENSG00000287581	TRIO-AS1		HGNC:59004	lncRNA		5	TRIO antisense RNA 1
ENSG00000287582				lncRNA		1	
ENSG00000287583				lncRNA		2	
ENSG00000287584				lncRNA		7	
ENSG00000287585				protein_coding		X	
ENSG00000287586				lncRNA		1	
ENSG00000287587				lncRNA		1	
ENSG00000287588				lncRNA		7	
ENSG00000287589				lncRNA		1	
ENSG00000287590				lncRNA		8	
ENSG00000287591				lncRNA		6	
ENSG00000287592				lncRNA		7	
ENSG00000287593				lncRNA		6	
ENSG00000287594				lncRNA		6	
ENSG00000287595				lncRNA		3	
ENSG00000287596				lncRNA		15	
ENSG00000287597				lncRNA		5	
ENSG00000287598				lncRNA		6	
ENSG00000287599				lncRNA		13	
ENSG00000287600				lncRNA		5	
ENSG00000287601				lncRNA		1	
ENSG00000287602				lncRNA		17	
ENSG00000287603				lncRNA		19	
ENSG00000287605				lncRNA		3	
ENSG00000287607				processed_pseudogene		1	
ENSG00000287608				lncRNA		19	
ENSG00000287609				lncRNA		10	
ENSG00000287610				lncRNA		7	
ENSG00000287611				lncRNA		18	
ENSG00000287612	LINC03229	105372750	HGNC:59200	lncRNA		21	long independently transcribed non-coding RNA 3229
ENSG00000287613				lncRNA		10	
ENSG00000287614				lncRNA		6	
ENSG00000287615				lncRNA		8	
ENSG00000287616				lncRNA		6	
ENSG00000287617				lncRNA		3	
ENSG00000287618	SRGAP1-AS1	105369798	HGNC:59221	lncRNA		12	SRGAP1 antisense RNA 1
ENSG00000287619				lncRNA		X	
ENSG00000287620				lncRNA		3	
ENSG00000287621				lncRNA		2	
ENSG00000287623				lncRNA		3	
ENSG00000287624				lncRNA		1	
ENSG00000287625				lncRNA		2	
ENSG00000287626	DTNBP1-AS1	124901267	HGNC:58090	lncRNA		6	DTNBP1 antisense RNA 1
ENSG00000287627				lncRNA		1	
ENSG00000287628				lncRNA		2	
ENSG00000287629				lncRNA		3	
ENSG00000287630				lncRNA		5	
ENSG00000287631				lncRNA		7	
ENSG00000287632				lncRNA		4	
ENSG00000287633				lncRNA		1	
ENSG00000287634				lncRNA		5	
ENSG00000287635	LINC03198		HGNC:58969	lncRNA	uc.355	13	long independently transcribed non-coding RNA 3198
ENSG00000287636				lncRNA		7	
ENSG00000287637				lncRNA		21	
ENSG00000287639				lncRNA		12	
ENSG00000287640				lncRNA		2	
ENSG00000287641				lncRNA		3	
ENSG00000287642	FHDC1-AS1	729870	HGNC:58897	lncRNA		4	FHDC1 antisense RNA 1
ENSG00000287643				lncRNA		14	
ENSG00000287644				lncRNA		17	
ENSG00000287645				lncRNA		3	
ENSG00000287646				lncRNA		18	
ENSG00000287647				lncRNA		1	
ENSG00000287649				lncRNA		3	
ENSG00000287650				lncRNA		13	
ENSG00000287651				lncRNA		7	
ENSG00000287652				lncRNA		22	
ENSG00000287653				lncRNA		10	
ENSG00000287654				lncRNA		8	
ENSG00000287655				lncRNA		10	
ENSG00000287656				lncRNA		6	
ENSG00000287657				lncRNA		8	
ENSG00000287658				lncRNA		2	
ENSG00000287659				lncRNA		4	
ENSG00000287660				lncRNA		4	
ENSG00000287661				lncRNA		1	
ENSG00000287662				lncRNA		2	
ENSG00000287663				lncRNA		14	
ENSG00000287664				lncRNA		17	
ENSG00000287665				lncRNA		7	
ENSG00000287666				lncRNA		11	
ENSG00000287667				lncRNA		4	
ENSG00000287668				lncRNA		14	
ENSG00000287669				lncRNA		3	
ENSG00000287670				lncRNA		2	
ENSG00000287671				lncRNA		17	
ENSG00000287672				lncRNA		7	
ENSG00000287673				lncRNA		18	
ENSG00000287674				lncRNA		6	
ENSG00000287675				lncRNA		12	
ENSG00000287676				lncRNA		1	
ENSG00000287677				lncRNA		8	
ENSG00000287678				lncRNA		6	
ENSG00000287679				lncRNA		6	
ENSG00000287680				lncRNA		18	
ENSG00000287682				lncRNA		3	
ENSG00000287683				lncRNA		6	
ENSG00000287684				lncRNA		1	
ENSG00000287685				lncRNA		X	
ENSG00000287687				lncRNA		2	
ENSG00000287688				lncRNA		3	
ENSG00000287689				lncRNA		18	
ENSG00000287690				lncRNA		6	
ENSG00000287691				lncRNA		1	
ENSG00000287692				lncRNA		4	
ENSG00000287693				lncRNA		18	
ENSG00000287694				protein_coding		16	
ENSG00000287695				lncRNA		5	
ENSG00000287696				lncRNA		9	
ENSG00000287697				lncRNA		1	
ENSG00000287698				lncRNA		12	
ENSG00000287699				lncRNA		7	
ENSG00000287700				lncRNA		X	
ENSG00000287701				lncRNA		5	
ENSG00000287702				lncRNA		7	
ENSG00000287703				lncRNA		1	
ENSG00000287704				lncRNA		15	
ENSG00000287705				lncRNA		6	
ENSG00000287706				lncRNA		3	
ENSG00000287707				lncRNA		3	
ENSG00000287708				lncRNA		9	
ENSG00000287709				lncRNA		5	
ENSG00000287710				lncRNA		17	
ENSG00000287712				lncRNA		12	
ENSG00000287713				lncRNA		12	
ENSG00000287714				lncRNA		12	
ENSG00000287715				lncRNA		12	
ENSG00000287717				lncRNA		15	
ENSG00000287718				lncRNA		16	
ENSG00000287719				lncRNA		18	
ENSG00000287720				lncRNA		3	
ENSG00000287721				lncRNA		17	
ENSG00000287722				lncRNA		13	
ENSG00000287723				lncRNA		18	
ENSG00000287724				lncRNA		1	
ENSG00000287725				protein_coding		11	
ENSG00000287726				lncRNA		5	
ENSG00000287727				lncRNA		1	
ENSG00000287728				lncRNA		6	
ENSG00000287729				lncRNA		X	
ENSG00000287730				lncRNA		4	
ENSG00000287731				lncRNA		6	
ENSG00000287732				lncRNA		10	
ENSG00000287733				lncRNA		7	
ENSG00000287734				lncRNA		13	
ENSG00000287735				lncRNA		14	
ENSG00000287736	PTCSC1	100302522	HGNC:37127	lncRNA	AK023948|NCRNA00197|PTCSC	8	papillary thyroid carcinoma susceptibility candidate 1
ENSG00000287737				lncRNA		17	
ENSG00000287738				lncRNA		1	
ENSG00000287739				lncRNA		16	
ENSG00000287740				lncRNA		8	
ENSG00000287741				lncRNA		15	
ENSG00000287742				lncRNA		2	
ENSG00000287743				lncRNA		1	
ENSG00000287744				lncRNA		7	
ENSG00000287745				lncRNA		6	
ENSG00000287746				lncRNA		13	
ENSG00000287747				lncRNA		8	
ENSG00000287748				lncRNA		4	
ENSG00000287749				lncRNA		2	
ENSG00000287750	LINC03026	102724156	HGNC:56164	lncRNA		9	long independently transcribed non-coding RNA 3026
ENSG00000287751	FAM106B	100996259	HGNC:32450	processed_pseudogene		17	family with sequence similarity 106 member B
ENSG00000287752				lncRNA		20	
ENSG00000287754				lncRNA		20	
ENSG00000287755				lncRNA		8	
ENSG00000287756				lncRNA		1	
ENSG00000287757				lncRNA		X	
ENSG00000287758				lncRNA		18	
ENSG00000287759				lncRNA		9	
ENSG00000287760				lncRNA		16	
ENSG00000287761				lncRNA		6	
ENSG00000287762				lncRNA		4	
ENSG00000287763				lncRNA		2	
ENSG00000287765				lncRNA		14	
ENSG00000287766				lncRNA		19	
ENSG00000287767				lncRNA		X	
ENSG00000287768				lncRNA		10	
ENSG00000287769				lncRNA		9	
ENSG00000287770				unprocessed_pseudogene		4	
ENSG00000287771				lncRNA		2	
ENSG00000287772				lncRNA		14	
ENSG00000287773				lncRNA		22	
ENSG00000287774				lncRNA		3	
ENSG00000287775				lncRNA		4	
ENSG00000287776				lncRNA		X	
ENSG00000287777				lncRNA		14	
ENSG00000287778	HS3ST1-AS1		HGNC:58736	lncRNA		4	HS3ST1 antisense RNA 1
ENSG00000287779				transcribed_unprocessed_pseudogene		10	
ENSG00000287780				lncRNA		3	
ENSG00000287781				lncRNA		8	
ENSG00000287782				lncRNA		9	
ENSG00000287783				lncRNA		5	
ENSG00000287784				lncRNA		3	
ENSG00000287785				lncRNA		8	
ENSG00000287786	JAKMIP1-AS1		HGNC:58721	lncRNA		4	JAKMIP1 antisense RNA 1
ENSG00000287787				lncRNA		16	
ENSG00000287788				lncRNA		8	
ENSG00000287789				lncRNA		6	
ENSG00000287790				lncRNA		5	
ENSG00000287791				lncRNA		2	
ENSG00000287792				lncRNA		12	
ENSG00000287793				lncRNA		2	
ENSG00000287794				unitary_pseudogene		5	
ENSG00000287795				lncRNA		3	
ENSG00000287796				lncRNA		X	
ENSG00000287797				lncRNA		1	
ENSG00000287798				lncRNA		8	
ENSG00000287799				lncRNA		7	
ENSG00000287800				processed_pseudogene		9	
ENSG00000287801				lncRNA		21	
ENSG00000287802				lncRNA		11	
ENSG00000287803				lncRNA		18	
ENSG00000287804				lncRNA		6	
ENSG00000287805				lncRNA		3	
ENSG00000287806				lncRNA		X	
ENSG00000287807				lncRNA		1	
ENSG00000287808	DHX9-AS1	647070	HGNC:56097	lncRNA		1	DHX9 antisense RNA 1
ENSG00000287809				lncRNA		16	
ENSG00000287810				unprocessed_pseudogene		1	
ENSG00000287811				lncRNA		6	
ENSG00000287812				lncRNA		8	
ENSG00000287813				lncRNA		15	
ENSG00000287814				lncRNA		5	
ENSG00000287815				lncRNA		7	
ENSG00000287816				lncRNA		6	
ENSG00000287817				lncRNA		22	
ENSG00000287818				lncRNA		6	
ENSG00000287819				lncRNA		8	
ENSG00000287820				lncRNA		6	
ENSG00000287821				lncRNA		11	
ENSG00000287822				lncRNA		4	
ENSG00000287823				lncRNA		6	
ENSG00000287824				lncRNA		6	
ENSG00000287825				lncRNA		6	
ENSG00000287826				lncRNA		8	
ENSG00000287827				lncRNA		7	
ENSG00000287828				lncRNA		1	
ENSG00000287829				lncRNA		7	
ENSG00000287830				lncRNA		16	
ENSG00000287831				lncRNA		1	
ENSG00000287832				lncRNA		2	
ENSG00000287833				lncRNA		14	
ENSG00000287834				lncRNA		18	
ENSG00000287835				lncRNA		12	
ENSG00000287836				lncRNA		17	
ENSG00000287837				lncRNA		13	
ENSG00000287838				lncRNA		9	
ENSG00000287839				protein_coding		1	
ENSG00000287840				lncRNA		15	
ENSG00000287841				lncRNA		4	
ENSG00000287842				lncRNA		13	
ENSG00000287843				lncRNA		9	
ENSG00000287844				lncRNA		8	
ENSG00000287845				lncRNA		4	
ENSG00000287846				processed_pseudogene		11	
ENSG00000287847				lncRNA		2	
ENSG00000287848				lncRNA		10	
ENSG00000287849				lncRNA		2	
ENSG00000287850				lncRNA		20	
ENSG00000287851				lncRNA		11	
ENSG00000287852				lncRNA		10	
ENSG00000287853				lncRNA		20	
ENSG00000287854				lncRNA		2	
ENSG00000287855				lncRNA		16	
ENSG00000287856				protein_coding		1	
ENSG00000287857				lncRNA		10	
ENSG00000287858				lncRNA		2	
ENSG00000287859				lncRNA		19	
ENSG00000287860				lncRNA		7	
ENSG00000287861				lncRNA		13	
ENSG00000287862				lncRNA		5	
ENSG00000287863				lncRNA		13	
ENSG00000287864				lncRNA		22	
ENSG00000287865				lncRNA		7	
ENSG00000287866				lncRNA		16	
ENSG00000287867				lncRNA		2	
ENSG00000287868				lncRNA		9	
ENSG00000287869				lncRNA		7	
