ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000287870				lncRNA		1	
ENSG00000287871				lncRNA		2	
ENSG00000287872				lncRNA		15	
ENSG00000287873				lncRNA		3	
ENSG00000287875				lncRNA		2	
ENSG00000287876				lncRNA		13	
ENSG00000287877				lncRNA		6	
ENSG00000287878				lncRNA		3	
ENSG00000287879				lncRNA		18	
ENSG00000287880				lncRNA		13	
ENSG00000287881				lncRNA		2	
ENSG00000287882				lncRNA		3	
ENSG00000287883				lncRNA		7	
ENSG00000287884				lncRNA		19	
ENSG00000287885	IRX3-AS1		HGNC:58975	lncRNA	uc.403	16	IRX3 antisense RNA 1
ENSG00000287886				lncRNA		20	
ENSG00000287887				lncRNA		13	
ENSG00000287888				lncRNA		15	
ENSG00000287889	FAM242B	105379478	HGNC:53872	lncRNA		20	family with sequence similarity 242 member B
ENSG00000287891				lncRNA		6	
ENSG00000287892				lncRNA		15	
ENSG00000287893				lncRNA		7	
ENSG00000287894				lncRNA		15	
ENSG00000287895				lncRNA		1	
ENSG00000287896				lncRNA		19	
ENSG00000287897				lncRNA		11	
ENSG00000287898				lncRNA		11	
ENSG00000287899				lncRNA		3	
ENSG00000287900				lncRNA		2	
ENSG00000287901				lncRNA		10	
ENSG00000287902				lncRNA		1	
ENSG00000287903				lncRNA		6	
ENSG00000287904				lncRNA		13	
ENSG00000287905				lncRNA		16	
ENSG00000287906				lncRNA		11	
ENSG00000287907				lncRNA		18	
ENSG00000287908				protein_coding		12	
ENSG00000287909				lncRNA		16	
ENSG00000287910				lncRNA		17	
ENSG00000287912				lncRNA		11	
ENSG00000287913				lncRNA		14	
ENSG00000287914				lncRNA		6	
ENSG00000287915				lncRNA		15	
ENSG00000287916				lncRNA		3	
ENSG00000287917				lncRNA		11	
ENSG00000287918				lncRNA		X	
ENSG00000287919				lncRNA		1	
ENSG00000287920				lncRNA		6	
ENSG00000287921				lncRNA		1	
ENSG00000287922				lncRNA		15	
ENSG00000287923				lncRNA		13	
ENSG00000287924				processed_pseudogene		4	
ENSG00000287925				lncRNA		10	
ENSG00000287926				lncRNA		15	
ENSG00000287927				lncRNA		8	
ENSG00000287928				lncRNA		12	
ENSG00000287929				lncRNA		1	
ENSG00000287930				lncRNA		9	
ENSG00000287931				lncRNA		2	
ENSG00000287932				lncRNA		7	
ENSG00000287933				lncRNA		6	
ENSG00000287934				lncRNA		11	
ENSG00000287935				lncRNA		11	
ENSG00000287936				lncRNA		10	
ENSG00000287937				lncRNA		2	
ENSG00000287938	LINC03195	124901018	HGNC:58963	lncRNA	uc.162	5	long independently transcribed non-coding RNA 3195
ENSG00000287939				lncRNA		6	
ENSG00000287940				lncRNA		5	
ENSG00000287941				lncRNA		3	
ENSG00000287942				lncRNA		8	
ENSG00000287943				lncRNA		18	
ENSG00000287944				lncRNA		18	
ENSG00000287945				lncRNA		10	
ENSG00000287946				lncRNA		16	
ENSG00000287947				lncRNA		5	
ENSG00000287948				lncRNA		4	
ENSG00000287949				lncRNA		8	
ENSG00000287950				lncRNA		15	
ENSG00000287951				lncRNA		4	
ENSG00000287952				lncRNA		8	
ENSG00000287953				lncRNA		7	
ENSG00000287954				lncRNA		20	
ENSG00000287955				lncRNA		9	
ENSG00000287956				lncRNA		2	
ENSG00000287957				lncRNA		12	
ENSG00000287958				lncRNA		3	
ENSG00000287959				lncRNA		8	
ENSG00000287960				lncRNA		19	
ENSG00000287961				lncRNA		19	
ENSG00000287962				lncRNA		11	
ENSG00000287963				lncRNA		5	
ENSG00000287964				lncRNA		3	
ENSG00000287965				lncRNA		16	
ENSG00000287966	LARRPM	100270746	HGNC:56664	lncRNA		6	LINC00240 antisense RNA regulating promoter methylation
ENSG00000287967				lncRNA		22	
ENSG00000287968				lncRNA		4	
ENSG00000287969				lncRNA		10	
ENSG00000287970				lncRNA		8	
ENSG00000287971				lncRNA		2	
ENSG00000287972				lncRNA		4	
ENSG00000287973				lncRNA		15	
ENSG00000287974				lncRNA		6	
ENSG00000287975				lncRNA		8	
ENSG00000287976				lncRNA		6	
ENSG00000287977				processed_pseudogene		3	
ENSG00000287978				lncRNA		1	
ENSG00000287979				lncRNA		1	
ENSG00000287980				lncRNA		1	
ENSG00000287981				lncRNA		3	
ENSG00000287982				lncRNA		12	
ENSG00000287983				lncRNA		20	
ENSG00000287984				lncRNA		11	
ENSG00000287985				lncRNA		7	
ENSG00000287986				lncRNA		9	
ENSG00000287987				lncRNA		1	
ENSG00000287988				transcribed_unprocessed_pseudogene		9	
ENSG00000287989				lncRNA		1	
ENSG00000287990				lncRNA		14	
ENSG00000287991				lncRNA		14	
ENSG00000287992				lncRNA		6	
ENSG00000287993				lncRNA		18	
ENSG00000287994				lncRNA		18	
ENSG00000287995				lncRNA		3	
ENSG00000287996				lncRNA		13	
ENSG00000287997	EBF3-AS1	105378558	HGNC:56218	lncRNA		10	EBF3 antisense RNA 1
ENSG00000287998				lncRNA		8	
ENSG00000287999				lncRNA		4	
ENSG00000288000				protein_coding		20	
ENSG00000288001				lncRNA		13	
ENSG00000288002				lncRNA		5	
ENSG00000288003				lncRNA		4	
ENSG00000288004				lncRNA		3	
ENSG00000288005				lncRNA		8	
ENSG00000288006				lncRNA		17	
ENSG00000288007				lncRNA		1	
ENSG00000288008				lncRNA		5	
ENSG00000288009				lncRNA		6	
ENSG00000288010				lncRNA		6	
ENSG00000288011				lncRNA		10	
ENSG00000288012				lncRNA		11	
ENSG00000288013				lncRNA		11	
ENSG00000288014				processed_pseudogene		6	
ENSG00000288015				lncRNA		13	
ENSG00000288016				lncRNA		13	
ENSG00000288017				lncRNA		19	
ENSG00000288018				lncRNA		11	
ENSG00000288019				lncRNA		4	
ENSG00000288020				lncRNA		11	
ENSG00000288021				lncRNA		6	
ENSG00000288022	DAGARR	124909423	HGNC:58123	lncRNA	DAGAR	3	differentiation and growth arrest related lncRNA
ENSG00000288023				lncRNA		9	
ENSG00000288024				lncRNA		22	
ENSG00000288025	SCRG1-AS1	112268474	HGNC:58912	lncRNA		4	SCRG1 antisense RNA 1
ENSG00000288026				lncRNA		16	
ENSG00000288028				lncRNA		14	
ENSG00000288029				lncRNA		3	
ENSG00000288030				lncRNA		3	
ENSG00000288031				transcribed_unprocessed_pseudogene		2	
ENSG00000288032				lncRNA		3	
ENSG00000288033				lncRNA		11	
ENSG00000288034				lncRNA		14	
ENSG00000288035				lncRNA		5	
ENSG00000288036				lncRNA		17	
ENSG00000288037				lncRNA		1	
ENSG00000288038				lncRNA		13	
ENSG00000288039				lncRNA		3	
ENSG00000288040				lncRNA		2	
ENSG00000288041				lncRNA		8	
ENSG00000288042				lncRNA		9	
ENSG00000288043				lncRNA		12	
ENSG00000288044				lncRNA		14	
ENSG00000288045				lncRNA		14	
ENSG00000288046				lncRNA		6	
ENSG00000288047				lncRNA		11	
ENSG00000288048				lncRNA		2	
ENSG00000288049	KDM5D-DT	105377224	HGNC:58352	lncRNA		Y	KDM5D divergent transcript
ENSG00000288050				lncRNA		3	
ENSG00000288051				lncRNA		7	
ENSG00000288052				lncRNA		10	
ENSG00000288053				protein_coding		X	
ENSG00000288054				lncRNA		6	
ENSG00000288055				lncRNA		8	
ENSG00000288056				lncRNA		6	
ENSG00000288057				lncRNA		Y	
ENSG00000288059				lncRNA		X	
ENSG00000288060				lncRNA		13	
ENSG00000288061				lncRNA		11	
ENSG00000288062				lncRNA		9	
ENSG00000288063				lncRNA		3	
ENSG00000288064				lncRNA		2	
ENSG00000288065				lncRNA		2	
ENSG00000288066				lncRNA		2	
ENSG00000288067				lncRNA		8	
ENSG00000288068				lncRNA		15	
ENSG00000288069				lncRNA		21	
ENSG00000288070				lncRNA		11	
ENSG00000288071				lncRNA		6	
ENSG00000288072				lncRNA		19	
ENSG00000288073	PGCKA1-AS1	124900691	HGNC:58757	lncRNA		4	PGCKA1 antisense RNA 1
ENSG00000288074				lncRNA		3	
ENSG00000288075				lncRNA		4	
ENSG00000288076				lncRNA		8	
ENSG00000288077				lncRNA		3	
ENSG00000288078				lncRNA		1	
ENSG00000288079				lncRNA		3	
ENSG00000288080				lncRNA		2	
ENSG00000288081				lncRNA		5	
ENSG00000288082				lncRNA		2	
ENSG00000288083				lncRNA		20	
ENSG00000288084				lncRNA		6	
ENSG00000288085				lncRNA		6	
ENSG00000288086				lncRNA		20	
ENSG00000288087				lncRNA		3	
ENSG00000288088				lncRNA		6	
ENSG00000288089				lncRNA		2	
ENSG00000288090				lncRNA		10	
ENSG00000288091				lncRNA		2	
ENSG00000288092				lncRNA		12	
ENSG00000288093				lncRNA		1	
ENSG00000288094	LINC03230	105372749	HGNC:59201	lncRNA		21	long independently transcribed non-coding RNA 3230
ENSG00000288095	GLELR		HGNC:58984	lncRNA		5	glial cell enriched regulatory lncRNA
ENSG00000288096				lncRNA		8	
ENSG00000288097				lncRNA		11	
ENSG00000288098				lncRNA		X	
ENSG00000288099				lncRNA		1	
ENSG00000288100				lncRNA		14	
ENSG00000288101				lncRNA		6	
ENSG00000288102				lncRNA		12	
ENSG00000288103				lncRNA		13	
ENSG00000288104				lncRNA		3	
ENSG00000288105				lncRNA		3	
ENSG00000288106				lncRNA		22	
ENSG00000288107				lncRNA		10	
ENSG00000288108				lncRNA		5	
ENSG00000288109				lncRNA		17	
ENSG00000288110				lncRNA		8	
ENSG00000288111				lncRNA		3	
ENSG00000288139				processed_pseudogene		1	
ENSG00000288153				unprocessed_pseudogene		22	
ENSG00000288156				lncRNA		19	
ENSG00000288162				lncRNA		6	
ENSG00000288172				lncRNA		10	
ENSG00000288177				lncRNA		11	
ENSG00000288187				lncRNA		21	
ENSG00000288208				protein_coding		1	
ENSG00000288218				processed_pseudogene		10	
ENSG00000288225				processed_pseudogene		9	
ENSG00000288234				lncRNA		9	
ENSG00000288235	FAM106C	100129396	HGNC:38396	lncRNA	FAM106CP	17	family with sequence similarity 106 member C
ENSG00000288245				lncRNA		14	
ENSG00000288252				lncRNA		14	
ENSG00000288253				lncRNA		19	
ENSG00000288255				unprocessed_pseudogene		11	
ENSG00000288258				protein_coding		X	
ENSG00000288262	ZNF73P	105379427	HGNC:13143	unprocessed_pseudogene	Cos12|ZNF186|ZNF73|hZNF2	22	zinc finger protein 73, pseudogene
ENSG00000288266				TEC		21	
ENSG00000288271				lncRNA		9	
ENSG00000288300				lncRNA		16	
ENSG00000288302				lncRNA		14	
ENSG00000288321				lncRNA		4	
ENSG00000288330	ATXN8	724066	HGNC:32925	TEC		13	ataxin 8
ENSG00000288349				processed_pseudogene		5	
ENSG00000288393	ZNF75CP	729944	HGNC:13148	transcribed_processed_pseudogene	ZNF75C	11	zinc finger protein 75C, pseudogene
ENSG00000288398				lncRNA		1	
ENSG00000288434	ANKRD33BP3	100507606	HGNC:56295	processed_pseudogene		11	ANKRD33B pseudogene 3
ENSG00000288437				unprocessed_pseudogene		2	
ENSG00000288459				lncRNA		14	
ENSG00000288460	SMIM42	117981789	HGNC:55000	protein_coding		1	small integral membrane protein 42
ENSG00000288473				lncRNA		6	
ENSG00000288484	DYNAPP3	125078044	HGNC:56223	unprocessed_pseudogene		18	DYNAP pseudogene 3
ENSG00000288520				protein_coding		6	
ENSG00000288523				lncRNA		12	
ENSG00000288524				lncRNA		2	
ENSG00000288525				processed_pseudogene		7	
ENSG00000288526				lncRNA		10	
ENSG00000288527				processed_pseudogene		1	
ENSG00000288528				lncRNA		11	
ENSG00000288529				protein_coding		6	
ENSG00000288530				lncRNA		12	
ENSG00000288531				lncRNA		1	
ENSG00000288532				lncRNA		12	
ENSG00000288533				lncRNA		18	
ENSG00000288534				protein_coding		11	
ENSG00000288535				lncRNA		2	
ENSG00000288536				lncRNA		21	
ENSG00000288537				lncRNA		9	
ENSG00000288538				lncRNA		11	
ENSG00000288539	ITGA1-AS1		HGNC:59041	lncRNA		5	ITGA1 antisense RNA 1
ENSG00000288540				lncRNA		22	
ENSG00000288542				lncRNA		13	
ENSG00000288543				lncRNA		1	
ENSG00000288545				lncRNA		18	
ENSG00000288547	C3orf36	80111	HGNC:26170	lncRNA	FLJ22173	3	chromosome 3 putative open reading frame 36
ENSG00000288548				lncRNA		6	
ENSG00000288549				lncRNA		5	
ENSG00000288550				protein_coding		3	
ENSG00000288551				lncRNA		6	
ENSG00000288552				lncRNA		13	
ENSG00000288553				lncRNA		2	
ENSG00000288554				lncRNA		16	
ENSG00000288555				lncRNA		21	
ENSG00000288556				transcribed_processed_pseudogene		9	
ENSG00000288557				lncRNA		3	
ENSG00000288558	DUS4L-BCAP29	115253422	HGNC:54422	protein_coding		7	DUS4L-BCAP29 readthrough
ENSG00000288559				lncRNA		10	
ENSG00000288560				lncRNA		6	
ENSG00000288561				unprocessed_pseudogene		15	
ENSG00000288562				lncRNA		1	
ENSG00000288563				lncRNA		4	
ENSG00000288564				protein_coding		6	
ENSG00000288565				lncRNA		2	
ENSG00000288566				lncRNA		10	
ENSG00000288567				unitary_pseudogene		4	
ENSG00000288568	ZCCHC14-DT	101928737	HGNC:52996	lncRNA		16	ZCCHC14 divergent transcript
ENSG00000288569	LINC01949	55338	HGNC:25650	lncRNA		5	long independently transcribed non-coding RNA 1949
ENSG00000288570				protein_coding		9	
ENSG00000288571				lncRNA		9	
ENSG00000288573				lncRNA		1	
ENSG00000288574				lncRNA		1	
ENSG00000288575				lncRNA		9	
ENSG00000288576				lncRNA		3	
ENSG00000288577				lncRNA		20	
ENSG00000288578				lncRNA		21	
ENSG00000288579				processed_pseudogene		5	
ENSG00000288580				lncRNA		8	
ENSG00000288581				lncRNA		13	
ENSG00000288582				lncRNA		2	
ENSG00000288583				lncRNA		9	
ENSG00000288584				lncRNA		6	
ENSG00000288585				lncRNA		3	
ENSG00000288586				lncRNA		9	
ENSG00000288587				lncRNA		6	
ENSG00000288588				lncRNA		4	
ENSG00000288589				lncRNA		4	
ENSG00000288591				protein_coding		12	
ENSG00000288592				transcribed_unitary_pseudogene		15	
ENSG00000288593				protein_coding		21	
ENSG00000288595				lncRNA		X	
ENSG00000288596	C8orf44	56260	HGNC:25646	lncRNA	FLJ11267	8	chromosome 8 putative open reading frame 44
ENSG00000288597				lncRNA		X	
ENSG00000288598				lncRNA		13	
ENSG00000288600				lncRNA		13	
ENSG00000288601				rRNA_pseudogene		16	
ENSG00000288602	C8orf44-SGK3	100533105	HGNC:48354	protein_coding		8	C8orf44-SGK3 readthrough
ENSG00000288603	SNORA74C-2	109617009	HGNC:52218	snoRNA		10	small nucleolar RNA, H/ACA box 74C-2
ENSG00000288604				transcribed_processed_pseudogene		15	
ENSG00000288605				lncRNA		17	
ENSG00000288606				lncRNA		4	
ENSG00000288607	ELOA3BP	728929	HGNC:31007	processed_pseudogene	ELOA3B|HsT828|TCEB3CL	18	elongin A3 family member B, pseudogene
ENSG00000288608				protein_coding		7	
ENSG00000288610				lncRNA		14	
ENSG00000288611	NPBWR1	2831	HGNC:4522	protein_coding	GPR7	8	neuropeptides B and W receptor 1
ENSG00000288612				lncRNA		6	
ENSG00000288614				protein_coding		6	
ENSG00000288615				lncRNA		5	
ENSG00000288616	ELOA3DP	100506888	HGNC:33511	processed_pseudogene	ELOA3D|TCEB3CL2	18	elongin A3 family member D, pseudogene
ENSG00000288618				lncRNA		19	
ENSG00000288620				transcribed_unprocessed_pseudogene		7	
ENSG00000288622	PDCD6-AHRR	116412618	HGNC:54724	protein_coding		5	PDCD6-AHRR readthrough (NMD candidate)
ENSG00000288623				protein_coding		12	
ENSG00000288625				protein_coding		15	
ENSG00000288626				protein_coding		1	
ENSG00000288627				unprocessed_pseudogene		15	
ENSG00000288629				protein_coding		1	
ENSG00000288631	ELOA3P	162699	HGNC:24617	processed_pseudogene	ELOA3|ELOA3A|ELOA3AP|HsT829|TCEB3C|TCEB3L2	18	elongin A3, pseudogene
ENSG00000288632				lncRNA		16	
ENSG00000288633				transcribed_unprocessed_pseudogene		7	
ENSG00000288634				protein_coding		7	
ENSG00000288635				protein_coding		7	
ENSG00000288636				protein_coding		1	
ENSG00000288637				protein_coding		4	
ENSG00000288638	LNCDAT	116804915	HGNC:54855	lncRNA	YYLNCT	6	lncRNA divergent activator of TBXT
ENSG00000288640				protein_coding		7	
ENSG00000288642	CDR1	1038	HGNC:1798	lncRNA	CDR|CDR34|CDR62A	X	cerebellar degeneration related 1
ENSG00000288643				protein_coding		5	
ENSG00000288644				protein_coding		1	
ENSG00000288645				protein_coding		15	
ENSG00000288646				protein_coding		6	
ENSG00000288648				lncRNA		6	
ENSG00000288649	ACTL10	170487	HGNC:16127	protein_coding	C20orf134	20	actin like 10
ENSG00000288654				protein_coding		3	
ENSG00000288656				lncRNA		16	
ENSG00000288657				lncRNA		10	
ENSG00000288658	RNF228	122319436	HGNC:55809	protein_coding	AC010980.1	2	ring finger protein 228
ENSG00000288659				lncRNA		4	
ENSG00000288661				protein_coding		X	
ENSG00000288662				lncRNA		3	
ENSG00000288663				lncRNA		12	
ENSG00000288665				lncRNA		12	
ENSG00000288667				lncRNA		3	
ENSG00000288669				protein_coding		19	
ENSG00000288670				lncRNA		1	
ENSG00000288671				protein_coding		19	
ENSG00000288674				protein_coding		1	
ENSG00000288675	PANO1	101927423	HGNC:51237	protein_coding	PANO	11	proapoptotic nucleolar protein 1
ENSG00000288677	HRURF	120766137	HGNC:55085	protein_coding	U2HR	8	HR upstream open reading frame
ENSG00000288678				protein_coding		1	
ENSG00000288679				lncRNA		3	
ENSG00000288680				processed_pseudogene		X	
ENSG00000288681				protein_coding		11	
ENSG00000288683				protein_coding		22	
ENSG00000288684				protein_coding		9	
ENSG00000288685				lncRNA		4	
ENSG00000288686				transcribed_unprocessed_pseudogene		Y	
ENSG00000288690				transcribed_unprocessed_pseudogene		9	
ENSG00000288691				lncRNA		4	
ENSG00000288692				lncRNA		4	
ENSG00000288694				unprocessed_pseudogene		9	
ENSG00000288695				protein_coding		4	
ENSG00000288696				lncRNA		6	
ENSG00000288697				unprocessed_pseudogene		5	
ENSG00000288698				protein_coding		3	
ENSG00000288699				protein_coding		9	
ENSG00000288700				lncRNA		3	
ENSG00000288701	PRRC2B	84726	HGNC:28121	protein_coding	BAT2L|BAT2L1|KIAA0515|LQFBS-1|LQFBS1|MGC10526	9	proline rich coiled-coil 2B
ENSG00000288702	UGT1A3	54659	HGNC:12535	protein_coding	UGT1C	2	UDP glucuronosyltransferase family 1 member A3
ENSG00000288703				lncRNA		3	
ENSG00000288704				lncRNA		19	
ENSG00000288705	UGT1A5	54579	HGNC:12537	protein_coding	UGT1E	2	UDP glucuronosyltransferase family 1 member A5
ENSG00000288706				protein_coding		X	
ENSG00000288707				lncRNA		2	
ENSG00000288708				protein_coding		6	
ENSG00000288709	F8A2	474383	HGNC:31849	protein_coding		X	coagulation factor VIII associated 2
ENSG00000288710				protein_coding		12	
ENSG00000288711				protein_coding		21	
ENSG00000288712				protein_coding		6	
ENSG00000288713				lncRNA		3	
ENSG00000288714				lncRNA		6	
ENSG00000288715				protein_coding		16	
ENSG00000288716				protein_coding		13	
ENSG00000288717				lncRNA		3	
ENSG00000288718				lncRNA		3	
ENSG00000288719				lncRNA		22	
ENSG00000288720				lncRNA		3	
ENSG00000288721				protein_coding		6	
ENSG00000288722	F8A1	8263	HGNC:3547	protein_coding	DXS522E|F8A	X	coagulation factor VIII associated 1
ENSG00000288723				lncRNA		1	
ENSG00000288724				lncRNA		3	
ENSG00000288725				protein_coding		16	
ENSG00000288726				lncRNA		15	
ENSG00000288727				lncRNA		9	
ENSG00000288728				lncRNA		4	
ENSG00000288729				lncRNA		12	
ENSG00000288730				lncRNA		14	
ENSG00000288731				lncRNA		19	
ENSG00000288732				lncRNA		2	
ENSG00000288734				lncRNA		2	
ENSG00000288735				lncRNA		8	
ENSG00000288736				lncRNA		1	
ENSG00000288737				lncRNA		5	
ENSG00000288738				lncRNA		1	
ENSG00000288739				lncRNA		X	
ENSG00000288740				lncRNA		5	
ENSG00000288741				lncRNA		5	
ENSG00000288742				lncRNA		19	
ENSG00000288743				lncRNA		13	
ENSG00000288744				lncRNA		12	
ENSG00000288745				lncRNA		15	
ENSG00000288746				lncRNA		7	
ENSG00000288747				lncRNA		6	
ENSG00000288748				lncRNA		17	
ENSG00000288749				lncRNA		7	
ENSG00000288750				lncRNA		17	
ENSG00000288751				lncRNA		6	
ENSG00000288752				lncRNA		8	
ENSG00000288753				lncRNA		16	
ENSG00000288754				lncRNA		22	
ENSG00000288755				lncRNA		10	
ENSG00000288756				lncRNA		8	
ENSG00000288757				lncRNA		10	
ENSG00000288758				lncRNA		5	
ENSG00000288759				lncRNA		X	
ENSG00000288760				lncRNA		1	
ENSG00000288761				lncRNA		8	
ENSG00000288762				lncRNA		14	
ENSG00000288763				lncRNA		5	
ENSG00000288764	UBLCP1-AS1		HGNC:59294	lncRNA		5	UBLCP1 antisense RNA 1
ENSG00000288765				lncRNA		13	
ENSG00000288766	CSNK1G3-AS1		HGNC:59123	lncRNA		5	CSNK1G3 antisense RNA 1
ENSG00000288767				lncRNA		13	
ENSG00000288768				lncRNA		13	
ENSG00000288769				lncRNA		3	
ENSG00000288770				lncRNA		19	
ENSG00000288771				lncRNA		9	
ENSG00000288772				lncRNA		1	
ENSG00000288773				lncRNA		19	
ENSG00000288774				lncRNA		5	
ENSG00000288775				lncRNA		1	
ENSG00000288776				lncRNA		4	
ENSG00000288777				lncRNA		22	
ENSG00000288778				lncRNA		22	
ENSG00000288779				lncRNA		14	
ENSG00000288780				lncRNA		3	
ENSG00000288781				lncRNA		4	
ENSG00000288782				lncRNA		8	
ENSG00000288783				lncRNA		X	
ENSG00000288784	CTAGE4	100128553	HGNC:24772	protein_coding	FLJ43692|cTAGE-4|cTAGE4	7	CTAGE family member 4
ENSG00000288785	ELF2-DT	105379412	HGNC:58885	lncRNA		4	ELF2 divergent transcript
ENSG00000288786				lncRNA		2	
ENSG00000288787				lncRNA		3	
ENSG00000288788				lncRNA		11	
ENSG00000288789				lncRNA		11	
ENSG00000288790				lncRNA		19	
ENSG00000288791				lncRNA		2	
ENSG00000288792				lncRNA		7	
ENSG00000288793				lncRNA		3	
ENSG00000288794				lncRNA		3	
ENSG00000288795				lncRNA		14	
ENSG00000288796				protein_coding		4	
ENSG00000288797				lncRNA		14	
ENSG00000288798				lncRNA		7	
ENSG00000288799				lncRNA		5	
ENSG00000288800				lncRNA		18	
ENSG00000288801				lncRNA		16	
ENSG00000288802				lncRNA		14	
ENSG00000288803				lncRNA		1	
ENSG00000288804				lncRNA		1	
ENSG00000288805	LINC03222	105375012	HGNC:59165	lncRNA		6	long independently transcribed non-coding RNA 3222
ENSG00000288806				lncRNA		3	
ENSG00000288807				lncRNA		17	
ENSG00000288808				lncRNA		15	
ENSG00000288809				lncRNA		11	
ENSG00000288810				lncRNA		1	
ENSG00000288811				lncRNA		22	
ENSG00000288812				lncRNA		6	
ENSG00000288813				lncRNA		6	
ENSG00000288814				lncRNA		12	
ENSG00000288815				lncRNA		19	
ENSG00000288816				lncRNA		1	
ENSG00000288817				lncRNA		X	
ENSG00000288818				lncRNA		8	
ENSG00000288819				lncRNA		2	
ENSG00000288820				lncRNA		14	
ENSG00000288821				lncRNA		16	
ENSG00000288822				lncRNA		1	
ENSG00000288823				lncRNA		10	
ENSG00000288825	H2AC18	8337	HGNC:4736	protein_coding	H2A.2|H2A/q|H2AFO|HIST2H2AA|HIST2H2AA3	1	H2A clustered histone 18
ENSG00000288826				lncRNA		1	
ENSG00000288827				lncRNA		19	
ENSG00000288828				lncRNA		18	
ENSG00000288829				lncRNA		6	
ENSG00000288830				lncRNA		19	
ENSG00000288831				lncRNA		3	
ENSG00000288832				lncRNA		X	
ENSG00000288833				lncRNA		11	
ENSG00000288834				lncRNA		22	
ENSG00000288835				lncRNA		1	
ENSG00000288836				lncRNA		6	
ENSG00000288837				lncRNA		19	
ENSG00000288838				lncRNA		9	
ENSG00000288839				lncRNA		18	
ENSG00000288840				lncRNA		6	
ENSG00000288841				protein_coding		9	
ENSG00000288842				lncRNA		21	
ENSG00000288843				lncRNA		20	
ENSG00000288844				lncRNA		10	
ENSG00000288845				lncRNA		6	
ENSG00000288846				lncRNA		5	
ENSG00000288848				lncRNA		3	
ENSG00000288849				lncRNA		16	
ENSG00000288850				lncRNA		15	
ENSG00000288851				lncRNA		6	
ENSG00000288852				lncRNA		11	
ENSG00000288853				lncRNA		11	
ENSG00000288854				lncRNA		16	
ENSG00000288855				lncRNA		14	
ENSG00000288856				lncRNA		X	
